yri	chb
10,4	10,0
4,10	0,10
13,1	10,0
12,2	10,0
12,2	10,0
8,6	10,0
14,0	9,1
6,8	10,0
6,8	10,0
8,6	10,0
14,0	9,1
6,8	10,0
6,8	10,0
3,11	0,10
14,0	7,3
7,7	0,10
10,4	10,0
13,1	10,0
8,6	10,0
13,1	10,0
1,13	0,10
14,0	8,2
7,7	10,0
14,0	3,7
13,1	10,0
10,4	10,0
14,0	3,7
12,2	10,0
0,14	10,0
14,0	9,1
14,0	0,10
14,0	0,10
14,0	0,10
14,0	0,10
14,0	9,1
14,0	9,1
14,0	0,10
6,8	10,0
13,1	10,0
14,0	0,10
12,2	10,0
10,4	10,0
14,0	9,1
14,0	0,10
14,0	8,2
2,12	10,0
13,1	10,0
0,14	10,0
14,0	9,1
14,0	9,1
14,0	0,10
14,0	4,6
14,0	0,10
3,11	10,0
13,1	10,0
14,0	0,10
14,0	8,2
14,0	0,10
0,14	10,0
0,14	10,0
14,0	6,4
14,0	4,6
4,10	10,0
11,3	10,0
14,0	0,10
14,0	9,1
14,0	9,1
4,10	10,0
11,3	10,0
14,0	9,1
13,1	10,0
14,0	9,1
12,2	10,0
4,10	10,0
14,0	7,3
13,1	10,0
14,0	0,10
13,1	10,0
14,0	9,1
12,2	10,0
14,0	0,10
14,0	8,2
13,1	10,0
14,0	9,1
14,0	4,6
14,0	9,1
14,0	9,1
7,7	10,0
11,3	10,0
14,0	9,1
14,0	8,2
11,3	10,0
14,0	8,2
14,0	7,3
14,0	9,1
14,0	7,3
5,9	10,0
10,4	10,0
14,0	7,3
13,1	10,0
13,1	10,0
13,1	10,0
14,0	9,1
14,0	7,3
10,4	10,0
14,0	9,1
11,3	10,0
14,0	9,1
14,0	8,2
12,2	10,0
7,7	10,0
11,3	10,0
11,3	10,0
12,2	10,0
14,0	9,1
7,7	10,0
14,0	9,1
4,10	10,0
14,0	5,5
13,1	10,0
14,0	8,2
10,4	10,0
14,0	9,1
11,3	10,0
14,0	9,1
13,1	10,0
10,4	10,0
10,4	10,0
13,1	10,0
14,0	7,3
13,1	10,0
14,0	9,1
14,0	0,10
10,4	10,0
8,6	10,0
14,0	0,10
4,10	10,0
14,0	9,1
10,4	10,0
14,0	8,2
10,4	10,0
14,0	9,1
4,10	0,10
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
1,13	0,10
10,4	10,0
14,0	9,1
14,0	8,2
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	8,2
14,0	9,1
3,11	10,0
13,1	10,0
14,0	8,2
5,9	10,0
14,0	9,1
13,1	10,0
5,9	10,0
13,1	10,0
1,13	0,10
14,0	9,1
14,0	7,3
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
11,3	0,10
14,0	8,2
4,10	10,0
14,0	9,1
14,0	8,2
14,0	8,2
14,0	8,2
14,0	9,1
13,1	10,0
13,1	10,0
13,1	10,0
14,0	9,1
11,3	10,0
13,1	10,0
13,1	10,0
10,4	10,0
14,0	9,1
10,4	10,0
13,1	10,0
14,0	9,1
10,4	10,0
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
12,2	10,0
14,0	9,1
14,0	9,1
14,0	8,2
13,1	10,0
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
10,4	10,0
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
11,3	10,0
14,0	9,1
14,0	9,1
13,1	10,0
8,6	10,0
14,0	9,1
11,3	10,0
13,1	10,0
14,0	9,1
14,0	9,1
10,4	10,0
8,6	10,0
13,1	10,0
11,3	10,0
14,0	7,3
13,1	10,0
14,0	9,1
1,13	0,10
11,3	10,0
14,0	9,1
11,3	10,0
12,2	10,0
14,0	9,1
13,1	10,0
13,1	10,0
14,0	9,1
5,9	10,0
14,0	9,1
5,9	10,0
9,5	0,10
14,0	7,3
13,1	10,0
6,8	10,0
6,8	10,0
8,6	0,10
14,0	9,1
6,8	10,0
13,1	10,0
14,0	9,1
13,1	10,0
14,0	8,2
14,0	8,2
13,1	10,0
13,1	10,0
14,0	8,2
14,0	9,1
8,6	10,0
13,1	10,0
13,1	10,0
0,14	3,7
14,0	9,1
14,0	7,3
0,14	3,7
14,0	9,1
13,1	10,0
13,1	10,0
12,2	10,0
14,0	9,1
14,0	7,3
0,14	3,7
14,0	9,1
0,14	3,7
14,0	7,3
5,9	10,0
14,0	9,1
14,0	3,7
14,0	7,3
0,14	3,7
14,0	8,2
14,0	8,2
13,1	10,0
0,14	2,8
14,0	8,2
10,4	10,0
0,14	2,8
0,14	2,8
14,0	8,2
5,9	10,0
0,14	2,8
14,0	9,1
5,9	10,0
5,9	10,0
5,9	10,0
11,3	10,0
11,3	10,0
14,0	9,1
11,3	10,0
9,5	10,0
14,0	9,1
14,0	8,2
14,0	8,2
0,14	2,8
14,0	8,2
14,0	8,2
0,14	2,8
14,0	9,1
12,2	10,0
10,4	8,2
10,4	8,2
13,1	10,0
10,4	10,0
14,0	8,2
14,0	9,1
8,6	10,0
13,1	10,0
11,3	10,0
11,3	10,0
14,0	8,2
14,0	8,2
12,2	10,0
12,2	10,0
14,0	8,2
13,1	10,0
14,0	8,2
14,0	8,2
9,5	10,0
9,5	10,0
12,2	10,0
7,7	10,0
11,3	10,0
13,1	10,0
14,0	9,1
14,0	9,1
10,4	10,0
14,0	8,2
13,1	10,0
13,1	10,0
14,0	9,1
11,3	10,0
13,1	10,0
11,3	10,0
14,0	0,10
13,1	10,0
11,3	10,0
13,1	10,0
13,1	10,0
3,11	10,0
14,0	8,2
14,0	8,2
0,14	2,8
14,0	9,1
14,0	8,2
14,0	8,2
13,1	10,0
14,0	9,1
12,2	10,0
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
8,6	10,0
11,3	10,0
14,0	9,1
12,2	10,0
2,12	1,9
12,2	9,1
13,1	10,0
12,2	10,0
2,12	10,0
12,2	10,0
2,12	1,9
14,0	1,9
14,0	9,1
3,11	10,0
13,1	10,0
14,0	9,1
9,5	10,0
13,1	10,0
0,14	10,0
9,5	10,0
14,0	9,1
14,0	1,9
0,14	10,0
14,0	1,9
14,0	9,1
14,0	0,10
14,0	1,9
14,0	0,10
0,14	10,0
14,0	1,9
0,14	1,9
14,0	9,1
14,0	9,1
14,0	8,2
13,1	10,0
14,0	8,2
14,0	9,1
14,0	6,4
14,0	1,9
1,13	1,9
14,0	9,1
2,12	10,0
14,0	9,1
13,1	10,0
1,13	1,9
14,0	5,5
13,1	10,0
13,1	10,0
14,0	9,1
14,0	9,1
0,14	1,9
14,0	9,1
12,2	10,0
14,0	4,6
14,0	8,2
14,0	8,2
2,12	10,0
12,2	10,0
14,0	9,1
1,13	10,0
14,0	8,2
14,0	8,2
12,2	0,10
2,12	10,0
14,0	6,4
13,1	10,0
14,0	9,1
12,2	10,0
14,0	8,2
14,0	8,2
14,0	0,10
0,14	2,8
14,0	8,2
13,1	10,0
14,0	8,2
14,0	9,1
14,0	9,1
14,0	9,1
14,0	8,2
14,0	9,1
14,0	9,1
12,2	10,0
13,1	10,0
1,13	0,10
14,0	9,1
14,0	9,1
13,1	10,0
14,0	8,2
13,1	10,0
0,14	10,0
10,4	10,0
12,2	10,0
14,0	5,5
14,0	9,1
14,0	6,4
14,0	9,1
14,0	8,2
14,0	6,4
14,0	9,1
13,1	10,0
14,0	9,1
12,2	10,0
5,9	10,0
14,0	6,4
14,0	9,1
13,1	10,0
12,2	10,0
3,11	0,10
14,0	9,1
14,0	9,1
11,3	10,0
3,11	10,0
3,11	0,10
13,1	10,0
11,3	10,0
14,0	8,2
14,0	9,1
0,14	10,0
14,0	9,1
11,3	10,0
14,0	9,1
0,14	10,0
14,0	5,5
14,0	5,5
14,0	9,1
14,0	5,5
0,14	5,5
14,0	5,5
14,0	5,5
14,0	9,1
0,14	4,6
13,1	10,0
14,0	9,1
14,0	9,1
9,5	10,0
14,0	9,1
13,1	10,0
11,3	10,0
11,3	10,0
13,1	10,0
14,0	6,4
1,13	0,10
14,0	9,1
13,1	10,0
12,2	10,0
14,0	6,4
14,0	9,1
14,0	9,1
14,0	6,4
14,0	7,3
1,13	10,0
14,0	4,6
1,13	10,0
1,13	10,0
13,1	4,6
13,1	10,0
14,0	6,4
11,3	10,0
14,0	9,1
1,13	10,0
13,1	10,0
14,0	6,4
14,0	8,2
14,0	9,1
14,0	7,3
12,2	10,0
14,0	7,3
13,1	10,0
1,13	3,7
14,0	7,3
14,0	7,3
14,0	7,3
14,0	7,3
13,1	10,0
0,14	3,7
13,1	10,0
12,2	10,0
0,14	4,6
0,14	4,6
14,0	4,6
14,0	6,4
14,0	6,4
14,0	6,4
14,0	6,4
14,0	6,4
14,0	9,1
14,0	9,1
14,0	6,4
14,0	8,2
14,0	6,4
14,0	2,8
0,14	2,8
14,0	8,2
14,0	9,1
1,13	10,0
14,0	8,2
13,1	10,0
13,1	10,0
14,0	7,3
14,0	8,2
14,0	8,2
14,0	9,1
14,0	2,8
13,1	10,0
14,0	8,2
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	4,6
14,0	9,1
14,0	9,1
4,10	10,0
13,1	10,0
11,3	10,0
14,0	9,1
14,0	9,1
14,0	9,1
11,3	10,0
13,1	10,0
13,1	10,0
14,0	0,10
14,0	7,3
14,0	9,1
4,10	10,0
13,1	10,0
14,0	8,2
14,0	9,1
14,0	0,10
13,1	10,0
4,10	10,0
13,1	10,0
14,0	0,10
3,11	10,0
13,1	10,0
0,14	10,0
14,0	0,10
14,0	8,2
4,10	10,0
14,0	9,1
14,0	9,1
14,0	8,2
13,1	10,0
13,1	10,0
14,0	9,1
13,1	10,0
14,0	8,2
12,2	10,0
13,1	10,0
14,0	8,2
11,3	10,0
4,10	10,0
14,0	2,8
14,0	8,2
4,10	10,0
14,0	8,2
14,0	9,1
14,0	9,1
10,4	10,0
14,0	9,1
14,0	9,1
4,10	10,0
13,1	10,0
14,0	9,1
14,0	9,1
4,10	10,0
13,1	10,0
13,1	10,0
11,3	10,0
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
8,6	10,0
14,0	0,10
11,3	10,0
14,0	9,1
14,0	7,3
13,1	10,0
11,3	10,0
14,0	9,1
14,0	9,1
14,0	0,10
13,1	10,0
14,0	9,1
7,7	0,10
13,1	10,0
10,4	10,0
13,1	10,0
14,0	9,1
1,13	10,0
14,0	9,1
14,0	9,1
1,13	10,0
14,0	7,3
14,0	9,1
11,3	10,0
13,1	10,0
14,0	9,1
10,4	10,0
14,0	9,1
14,0	9,1
14,0	9,1
11,3	10,0
13,1	10,0
14,0	9,1
13,1	10,0
14,0	7,3
13,1	10,0
0,14	2,8
14,0	9,1
1,13	2,8
13,1	10,0
13,1	10,0
14,0	5,5
1,13	10,0
14,0	9,1
14,0	9,1
13,1	10,0
13,1	10,0
14,0	9,1
13,1	10,0
0,14	2,8
11,3	10,0
13,1	10,0
14,0	8,2
14,0	8,2
11,3	10,0
14,0	8,2
12,2	10,0
14,0	8,2
12,2	10,0
14,0	9,1
14,0	8,2
14,0	9,1
14,0	9,1
13,1	10,0
11,3	10,0
14,0	3,7
13,1	10,0
14,0	8,2
14,0	8,2
14,0	8,2
14,0	9,1
3,11	10,0
2,12	10,0
14,0	9,1
12,2	10,0
13,1	10,0
14,0	9,1
14,0	3,7
14,0	9,1
13,1	10,0
10,4	10,0
13,1	10,0
0,14	2,8
14,0	8,2
14,0	9,1
0,14	2,8
14,0	9,1
14,0	9,1
0,14	3,7
14,0	8,2
0,14	3,7
14,0	8,2
0,14	3,7
0,14	3,7
14,0	9,1
14,0	8,2
14,0	7,3
11,3	10,0
12,2	10,0
0,14	3,7
0,14	3,7
14,0	7,3
6,8	10,0
13,1	10,0
8,6	10,0
14,0	7,3
9,5	10,0
13,1	10,0
6,8	10,0
8,6	3,7
14,0	7,3
0,14	3,7
10,4	3,7
14,0	7,3
14,0	9,1
13,1	10,0
14,0	7,3
14,0	7,3
14,0	9,1
14,0	7,3
12,2	10,0
14,0	9,1
14,0	9,1
7,7	10,0
14,0	1,9
7,7	10,0
14,0	9,1
12,2	10,0
14,0	4,6
2,12	1,9
14,0	9,1
12,2	10,0
14,0	9,1
14,0	9,1
12,2	10,0
13,1	10,0
14,0	9,1
14,0	1,9
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
6,8	10,0
14,0	7,3
14,0	9,1
8,6	10,0
13,1	10,0
13,1	10,0
14,0	9,1
5,9	10,0
11,3	10,0
12,2	10,0
14,0	8,2
8,6	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	8,2
14,0	9,1
0,14	1,9
0,14	10,0
0,14	1,9
14,0	8,2
14,0	9,1
14,0	9,1
14,0	9,1
0,14	1,9
14,0	9,1
14,0	9,1
14,0	9,1
0,14	1,9
0,14	1,9
14,0	9,1
13,1	10,0
14,0	9,1
14,0	7,3
14,0	9,1
0,14	10,0
12,2	10,0
14,0	8,2
14,0	9,1
13,1	10,0
14,0	9,1
0,14	1,9
14,0	9,1
14,0	1,9
14,0	9,1
4,10	10,0
14,0	9,1
4,10	10,0
14,0	9,1
13,1	10,0
0,14	10,0
14,0	1,9
10,4	10,0
0,14	10,0
14,0	8,2
13,1	10,0
14,0	9,1
0,14	1,9
14,0	9,1
14,0	9,1
0,14	2,8
14,0	8,2
14,0	2,8
0,14	10,0
0,14	2,8
13,1	10,0
13,1	10,0
14,0	9,1
14,0	9,1
13,1	10,0
14,0	6,4
7,7	10,0
13,1	10,0
0,14	3,7
14,0	9,1
13,1	10,0
6,8	10,0
6,8	10,0
14,0	5,5
0,14	5,5
8,6	10,0
14,0	8,2
9,5	10,0
14,0	9,1
14,0	5,5
14,0	5,5
13,1	10,0
14,0	9,1
6,8	10,0
14,0	5,5
14,0	5,5
14,0	5,5
14,0	7,3
0,14	5,5
14,0	8,2
6,8	10,0
6,8	10,0
13,1	10,0
8,6	10,0
0,14	5,5
8,6	10,0
14,0	9,1
14,0	5,5
14,0	9,1
12,2	10,0
4,10	10,0
13,1	10,0
14,0	9,1
13,1	10,0
11,3	10,0
11,3	10,0
14,0	5,5
10,4	5,5
14,0	5,5
14,0	5,5
12,2	10,0
14,0	5,5
10,4	5,5
10,4	5,5
12,2	10,0
14,0	9,1
12,2	10,0
6,8	10,0
6,8	10,0
12,2	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	6,4
10,4	10,0
14,0	4,6
4,10	6,4
13,1	10,0
14,0	6,4
4,10	6,4
14,0	4,6
0,14	5,5
10,4	10,0
14,0	6,4
11,3	5,5
10,4	10,0
14,0	6,4
11,3	10,0
14,0	6,4
13,1	10,0
14,0	6,4
14,0	6,4
14,0	6,4
13,1	10,0
10,4	10,0
4,10	4,6
14,0	6,4
0,14	4,6
14,0	6,4
14,0	6,4
13,1	10,0
11,3	10,0
14,0	6,4
9,5	10,0
0,14	2,8
12,2	10,0
14,0	7,3
14,0	9,1
14,0	7,3
0,14	3,7
14,0	9,1
0,14	3,7
14,0	7,3
14,0	9,1
12,2	10,0
12,2	10,0
14,0	8,2
14,0	9,1
14,0	8,2
14,0	8,2
0,14	2,8
14,0	9,1
12,2	10,0
0,14	2,8
12,2	10,0
14,0	8,2
14,0	8,2
7,7	10,0
9,5	10,0
14,0	8,2
14,0	8,2
14,0	8,2
14,0	8,2
14,0	9,1
2,12	10,0
14,0	9,1
14,0	8,2
0,14	2,8
14,0	9,1
14,0	8,2
14,0	8,2
14,0	9,1
14,0	8,2
0,14	2,8
14,0	3,7
0,14	2,8
12,2	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
0,14	10,0
14,0	8,2
13,1	10,0
14,0	9,1
0,14	10,0
0,14	10,0
14,0	9,1
14,0	8,2
14,0	9,1
11,3	10,0
1,13	10,0
14,0	9,1
14,0	0,10
14,0	0,10
11,3	10,0
14,0	8,2
14,0	9,1
14,0	9,1
0,14	10,0
0,14	10,0
14,0	0,10
14,0	9,1
14,0	0,10
14,0	9,1
13,1	10,0
13,1	10,0
14,0	9,1
0,14	10,0
13,1	10,0
14,0	9,1
14,0	9,1
14,0	8,2
14,0	8,2
14,0	8,2
14,0	8,2
0,14	2,8
14,0	8,2
14,0	8,2
11,3	10,0
14,0	9,1
0,14	2,8
0,14	2,8
0,14	2,8
0,14	2,8
14,0	8,2
11,3	10,0
0,14	2,8
0,14	2,8
14,0	9,1
0,14	2,8
11,3	10,0
14,0	9,1
14,0	8,2
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
0,14	3,7
14,0	9,1
14,0	9,1
14,0	7,3
14,0	3,7
13,1	10,0
4,10	3,7
10,4	10,0
14,0	9,1
14,0	9,1
11,3	10,0
14,0	8,2
7,7	10,0
7,7	3,7
14,0	8,2
14,0	9,1
13,1	10,0
7,7	3,7
7,7	10,0
7,7	0,10
11,3	10,0
12,2	10,0
7,7	3,7
14,0	7,3
7,7	10,0
7,7	3,7
14,0	9,1
7,7	3,7
7,7	10,0
7,7	3,7
13,1	10,0
14,0	9,1
14,0	9,1
7,7	3,7
7,7	3,7
11,3	10,0
14,0	9,1
9,5	10,0
7,7	3,7
12,2	10,0
7,7	3,7
7,7	3,7
7,7	10,0
7,7	10,0
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
11,3	10,0
14,0	9,1
12,2	10,0
14,0	6,4
7,7	10,0
7,7	10,0
14,0	9,1
0,14	1,9
12,2	10,0
7,7	10,0
14,0	4,6
14,0	9,1
14,0	9,1
14,0	8,2
8,6	0,10
13,1	10,0
12,2	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	8,2
14,0	9,1
8,6	10,0
6,8	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	1,9
14,0	9,1
14,0	9,1
14,0	8,2
10,4	10,0
14,0	9,1
14,0	8,2
6,8	10,0
10,4	10,0
7,7	0,10
14,0	9,1
12,2	10,0
14,0	9,1
14,0	9,1
14,0	9,1
13,1	10,0
14,0	8,2
14,0	9,1
12,2	10,0
12,2	10,0
13,1	10,0
14,0	9,1
14,0	9,1
13,1	10,0
2,12	10,0
14,0	9,1
14,0	9,1
13,1	10,0
14,0	8,2
14,0	8,2
12,2	10,0
14,0	7,3
0,14	10,0
5,9	10,0
3,11	0,10
14,0	3,7
3,11	0,10
14,0	9,1
13,1	10,0
6,8	0,10
14,0	4,6
13,1	10,0
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
12,2	10,0
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
6,8	10,0
2,12	10,0
14,0	8,2
14,0	8,2
13,1	10,0
14,0	9,1
14,0	8,2
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
8,6	0,10
13,1	10,0
14,0	7,3
14,0	9,1
13,1	10,0
8,6	10,0
14,0	9,1
14,0	9,1
10,4	10,0
10,4	10,0
14,0	9,1
8,6	10,0
14,0	9,1
14,0	8,2
14,0	3,7
12,2	10,0
14,0	9,1
14,0	9,1
13,1	10,0
5,9	10,0
14,0	9,1
12,2	10,0
14,0	8,2
14,0	9,1
14,0	9,1
14,0	2,8
9,5	10,0
10,4	10,0
14,0	9,1
14,0	9,1
13,1	1,9
12,2	10,0
12,2	10,0
14,0	9,1
14,0	8,2
0,14	1,9
3,11	10,0
14,0	9,1
11,3	10,0
14,0	9,1
12,2	10,0
11,3	10,0
14,0	9,1
11,3	10,0
14,0	1,9
11,3	9,1
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
10,4	10,0
14,0	9,1
0,14	10,0
12,2	10,0
12,2	10,0
9,5	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
13,1	10,0
0,14	1,9
14,0	9,1
14,0	9,1
0,14	10,0
0,14	10,0
14,0	9,1
0,14	1,9
14,0	9,1
14,0	8,2
14,0	9,1
14,0	7,3
14,0	9,1
13,1	10,0
14,0	1,9
14,0	6,4
0,14	10,0
0,14	10,0
14,0	8,2
14,0	7,3
14,0	7,3
14,0	9,1
13,1	10,0
10,4	10,0
14,0	6,4
14,0	7,3
0,14	3,7
14,0	3,7
14,0	9,1
14,0	9,1
0,14	2,8
14,0	2,8
13,1	10,0
0,14	2,8
14,0	9,1
0,14	2,8
14,0	8,2
13,1	10,0
14,0	9,1
14,0	1,9
14,0	8,2
14,0	9,1
14,0	9,1
14,0	8,2
2,12	10,0
14,0	9,1
14,0	8,2
14,0	9,1
14,0	9,1
14,0	1,9
5,9	10,0
14,0	9,1
13,1	10,0
14,0	9,1
9,5	10,0
13,1	10,0
0,14	10,0
13,1	10,0
13,1	10,0
14,0	9,1
14,0	8,2
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
0,14	10,0
14,0	9,1
14,0	9,1
6,8	10,0
14,0	6,4
0,14	10,0
9,5	10,0
14,0	9,1
13,1	10,0
8,6	10,0
8,6	0,10
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
14,0	8,2
14,0	8,2
1,13	10,0
14,0	8,2
14,0	0,10
14,0	1,9
14,0	8,2
1,13	10,0
13,1	10,0
13,1	10,0
14,0	9,1
9,5	10,0
13,1	10,0
14,0	9,1
13,1	10,0
10,4	10,0
13,1	10,0
6,8	10,0
2,12	10,0
14,0	6,4
14,0	0,10
12,2	10,0
2,12	10,0
14,0	0,10
14,0	9,1
14,0	0,10
14,0	9,1
11,3	10,0
14,0	0,10
14,0	8,2
0,14	10,0
14,0	9,1
14,0	9,1
14,0	0,10
12,2	10,0
14,0	9,1
13,1	10,0
6,8	10,0
6,8	10,0
12,2	10,0
13,1	10,0
5,9	0,10
14,0	0,10
13,1	10,0
14,0	7,3
9,5	10,0
14,0	6,4
14,0	9,1
14,0	9,1
14,0	0,10
14,0	8,2
13,1	10,0
14,0	9,1
14,0	8,2
14,0	9,1
10,4	10,0
10,4	10,0
14,0	9,1
13,1	10,0
4,10	0,10
13,1	10,0
14,0	9,1
5,9	10,0
13,1	10,0
5,9	10,0
10,4	0,10
8,6	10,0
14,0	9,1
14,0	9,1
14,0	3,7
14,0	8,2
14,0	9,1
11,3	10,0
14,0	9,1
14,0	0,10
0,14	10,0
14,0	9,1
0,14	10,0
14,0	9,1
6,8	10,0
0,14	10,0
10,4	10,0
14,0	0,10
12,2	10,0
4,10	10,0
10,4	10,0
10,4	10,0
14,0	4,6
13,1	10,0
14,0	8,2
12,2	10,0
13,1	10,0
14,0	9,1
10,4	10,0
13,1	10,0
4,10	10,0
14,0	9,1
12,2	10,0
12,2	10,0
0,14	10,0
12,2	10,0
12,2	10,0
12,2	10,0
14,0	9,1
14,0	9,1
14,0	0,10
14,0	0,10
14,0	5,5
13,1	10,0
0,14	10,0
14,0	9,1
14,0	9,1
8,6	10,0
12,2	10,0
0,14	10,0
14,0	9,1
14,0	9,1
14,0	8,2
14,0	0,10
13,1	10,0
13,1	10,0
13,1	10,0
13,1	10,0
14,0	9,1
9,5	10,0
13,1	10,0
14,0	8,2
9,5	10,0
14,0	8,2
0,14	10,0
9,5	10,0
14,0	9,1
13,1	10,0
10,4	10,0
9,5	10,0
2,12	0,10
14,0	9,1
14,0	9,1
7,7	10,0
2,12	10,0
14,0	0,10
14,0	9,1
14,0	9,1
12,2	10,0
14,0	8,2
13,1	10,0
12,2	10,0
12,2	10,0
2,12	10,0
14,0	0,10
14,0	2,8
12,2	10,0
14,0	9,1
13,1	10,0
14,0	9,1
11,3	10,0
14,0	9,1
12,2	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
0,14	10,0
0,14	10,0
0,14	10,0
14,0	9,1
14,0	9,1
14,0	9,1
6,8	10,0
14,0	9,1
14,0	9,1
14,0	9,1
8,6	10,0
14,0	6,4
11,3	10,0
14,0	0,10
0,14	10,0
6,8	10,0
11,3	10,0
0,14	10,0
6,8	10,0
14,0	8,2
13,1	10,0
13,1	10,0
14,0	0,10
14,0	9,1
14,0	2,8
0,14	8,2
14,0	7,3
2,12	10,0
14,0	9,1
12,2	10,0
14,0	8,2
2,12	10,0
14,0	8,2
14,0	9,1
13,1	10,0
11,3	10,0
14,0	9,1
12,2	10,0
12,2	10,0
14,0	9,1
12,2	10,0
14,0	2,8
14,0	9,1
14,0	2,8
14,0	8,2
14,0	0,10
12,2	10,0
9,5	10,0
14,0	8,2
0,14	10,0
14,0	0,10
0,14	10,0
8,6	10,0
14,0	4,6
13,1	10,0
14,0	9,1
11,3	10,0
13,1	10,0
14,0	6,4
14,0	9,1
14,0	9,1
14,0	9,1
14,0	8,2
0,14	10,0
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
14,0	6,4
13,1	10,0
7,7	10,0
13,1	10,0
12,2	10,0
7,7	10,0
13,1	10,0
14,0	8,2
14,0	8,2
12,2	10,0
12,2	10,0
7,7	6,4
14,0	8,2
12,2	10,0
14,0	9,1
12,2	10,0
12,2	10,0
14,0	9,1
8,6	2,8
13,1	10,0
10,4	10,0
12,2	10,0
8,6	0,10
11,3	10,0
14,0	9,1
11,3	10,0
7,7	0,10
14,0	9,1
12,2	10,0
13,1	10,0
14,0	9,1
10,4	10,0
11,3	10,0
14,0	9,1
14,0	8,2
14,0	9,1
3,11	10,0
12,2	10,0
11,3	10,0
13,1	10,0
13,1	10,0
13,1	10,0
14,0	9,1
14,0	1,9
14,0	9,1
11,3	10,0
13,1	10,0
14,0	9,1
11,3	10,0
13,1	10,0
10,4	10,0
8,6	10,0
13,1	10,0
14,0	8,2
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
13,1	10,0
13,1	10,0
14,0	4,6
14,0	8,2
14,0	9,1
14,0	8,2
13,1	10,0
13,1	10,0
13,1	10,0
13,1	10,0
12,2	0,10
13,1	10,0
11,3	10,0
2,12	10,0
14,0	5,5
13,1	10,0
14,0	9,1
8,6	10,0
14,0	9,1
14,0	9,1
14,0	6,4
13,1	10,0
8,6	10,0
14,0	9,1
14,0	3,7
11,3	10,0
13,1	10,0
14,0	9,1
14,0	9,1
12,2	10,0
14,0	9,1
14,0	9,1
9,5	10,0
14,0	7,3
11,3	10,0
14,0	9,1
14,0	9,1
10,4	10,0
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
10,4	10,0
14,0	5,5
13,1	10,0
14,0	9,1
14,0	9,1
14,0	9,1
12,2	10,0
14,0	1,9
14,0	6,4
11,3	10,0
14,0	9,1
9,5	10,0
14,0	9,1
14,0	6,4
14,0	9,1
14,0	9,1
14,0	6,4
14,0	9,1
14,0	9,1
14,0	9,1
14,0	6,4
13,1	10,0
14,0	0,10
14,0	0,10
14,0	9,1
14,0	9,1
13,1	10,0
12,2	10,0
7,7	10,0
11,3	10,0
14,0	9,1
14,0	9,1
11,3	10,0
14,0	9,1
14,0	6,4
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
13,1	10,0
14,0	9,1
14,0	9,1
7,7	10,0
14,0	8,2
7,7	0,10
14,0	9,1
14,0	8,2
7,7	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	9,1
14,0	1,9
12,2	10,0
14,0	7,3
14,0	8,2
14,0	9,1
13,1	10,0
14,0	8,2
7,7	10,0
13,1	10,0
14,0	8,2
10,4	10,0
12,2	10,0
10,4	10,0
14,0	9,1
14,0	9,1
14,0	9,1
14,0	8,2
14,0	9,1
11,3	10,0
13,1	10,0
14,0	8,2
14,0	8,2
10,4	10,0
